1,11,1,25,-
2,11,2,39,-
3,12,6,20,-
4,11,12,29,-
5,13,12,17,-
6,13,7,16,-
7,13,3,15,-
8,14,8,16,-
9,13,14,19,-
10,14,15,22,-
11,15,9,16,-
12,16,10,16,-
13,15,16,19,-
14,16,4,45,-
15,4,17,47,-
16,17,5,13,-
