1,105,83,Weight Room,1,1
2,69,105,Boy's Locker Room,1,1
3,119,129,Swimming Pool,1,1
4,127,185,Staircase G,1,1
5,66,187,Girl's Locker Room,1,1
6,132,88,Door D,1,1
7,150,125,Boy's Bathroom 1D,1,1
8,150,144,114A,1,1
9,150,166,114,1,1
10,150,185,Nurse,1,1
11,105,108,-,1,1
12,134,108,-,1,1
13,134,125,-,1,1
14,134,144,-,1,1
15,134,166,-,1,1
16,134,185,-,1,1
17,87,227,-,1,1
