1,105,83,Weight Room,1,1
2,69,108,Boy's Locker Room,1,1
3,119,125,Swimming Pool,1,1
4,89,185,Staircase 1G,1,1
5,74,227,Girl's Locker Room,1,1
6,134,88,Door D,1,1
7,150,125,Boy's Bathroom 1D,1,1
8,150,144,114A,1,1
9,150,166,114,1,1
10,150,185,Nurse,1,1
